"","fplids"
"20171",9653000
"20172",9432476
"20173",9844611
"20174",2591067
"20175",933050
"20176",8495620
"20177",3875025
"20178",5725832
"20179",6788123
"20180",3779967
"20181",2736474
"20182",7083283
"20183",4720437
"20184",5920741
"20185",6403161
"20186",6591564
"20187",157961
"20188",6552651
"20189",3229565
"20190",364758
"20191",2738054
"20192",8498255
"20193",741482
"20194",7043413
"20195",9944161
"20196",9790115
"20197",68484
"20198",253793
"20199",9050129
"20200",4767779
"20201",898302
"20202",6128167
"20203",9617069
"20204",1996626
"20205",9618025
"20206",5824851
"20207",6673278
"20208",3074935
"20209",3025067
"20210",1961927
"20211",6226693
"20212",6497113
"20213",9591354
"20214",6292855
"20215",5575929
"20216",1527922
"20217",3423455
"20218",6016824
"20219",3878634
"20220",5640717
"20221",9380550
"20222",6123697
"20223",5580966
"20224",1830401
"20225",8376376
"20226",1278419
"20227",1909254
"20228",5637626
"20229",8559824
"20230",5975287
"20231",2748031
"20232",6990528
"20233",4282649
"20234",2031601
"20235",6084872
"20236",5974572
"20237",6536703
"20238",9126525
"20239",6054042
"20240",5326611
"20241",9727313
"20242",6118404
"20243",3879889
"20244",5272156
"20245",9736881
"20246",3933294
"20247",6897222
"20248",5156094
"20249",7904394
"20250",8780695
"20251",1483696
"20252",7840400
"20253",2521239
"20254",7587759
"20255",6922683
"20256",599221
"20257",3127238
"20258",5520544
"20259",7250567
"20260",2829586
"20261",5222099
"20262",4060596
"20263",8641685
"20264",8072807
"20265",9223308
"20266",9504640
"20267",8273638
"20268",2123638
"20269",3583069
"20270",3713613
"20271",9925828
"20272",9923298
"20273",6423968
"20274",6572957
"20275",1985767
"20276",3405519
"20277",8431299
"20278",1081198
"20279",2160187
"20280",8907718
"20281",179288
"20282",4470665
"20283",1581310
"20284",2739504
"20285",4769080
"20286",9411209
"20287",5216999
"20288",3581430
"20289",3302935
"20290",8454638
"20291",7594576
"20292",6536954
"20293",6031423
"20294",2543591
"20295",9070066
"20296",1582460
"20297",2113570
"20298",1337565
"20299",492054
"20300",5965567
"20301",305092
"20302",3938879
"20303",2394774
"20304",8173522
"20305",9896485
"20306",9609552
"20307",7199812
"20308",420272
"20309",5625081
"20310",7644486
"20311",7571121
"20312",8930350
"20313",7608278
"20314",7857603
"20315",649572
"20316",2645656
"20317",9825317
"20318",913213
"20319",7865679
"20320",7184323
"20321",9136246
"20322",396650
"20323",2660531
"20324",6099002
"20325",7725032
"20326",2771942
"20327",3768158
"20328",4885049
"20329",9445185
"20330",4214026
"20331",3428227
"20332",6652887
"20333",992785
"20334",8715321
"20335",230876
"20336",2476100
"20337",4290096
"20338",5564830
"20339",8803274
"20340",8693437
"20341",7745995
"20342",4722659
"20343",2407231
"20344",3034787
"20345",7195370
"20346",9496611
"20347",3261741
"20348",9056266
"20349",2946427
"20350",3079882
"20351",5656831
"20352",6757917
"20353",6721239
"20354",7899704
"20355",3772617
"20356",1385370
"20357",1664870
"20358",5878110
"20359",2157670
"20360",262109
"20361",8273348
"20362",8553024
"20363",1642769
"20364",5727666
"20365",3341092
"20366",7362460
"20367",5988211
"20368",5570986
"20369",8397348
"20370",2934360
"20371",5320683
"20372",5554115
"20373",7826636
"20374",5284390
"20375",5245784
"20376",8428620
"20377",2778790
"20378",541628
"20379",2514428
"20380",8963712
"20381",4151698
"20382",225600
"20383",3434945
"20384",169253
"20385",6907342
"20386",5546945
"20387",1701283
"20388",9985311
"20389",918211
"20390",7443687
"20391",7762209
"20392",2936522
"20393",2486570
"20394",202279
"20395",2874072
"20396",4195893
"20397",9304288
"20398",2221102
"20399",7822639
"20400",7965850
"20401",12561
"20402",1588263
"20403",8175494
"20404",1443031
"20405",6111627
"20406",1336482
"20407",4592216
"20408",29132
"20409",9308310
"20410",7883204
"20411",7748431
"20412",916132
"20413",856422
"20414",1002030
"20415",9850431
"20416",3694185
"20417",7242775
"20418",2255109
"20419",8528243
"20420",9284441
"20421",5972858
"20422",7851111
"20423",1570139
"20424",5470655
"20425",5796432
"20426",7515943
"20427",7100358
"20428",4349842
"20429",9279949
"20430",6306879
"20431",9296225
"20432",1139590
"20433",4157755
"20434",8865629
"20435",3187693
"20436",9716300
"20437",1763574
"20438",9000276
"20439",7189495
"20440",2746255
"20441",8242649
"20442",5401330
"20443",5397655
"20444",4427318
"20445",3458731
"20446",5301030
"20447",6174
"20448",9422425
"20449",9403184
"20450",9126198
"20451",1292025
"20452",7267747
"20453",1199517
"20454",9120240
"20455",4985844
"20456",9654572
"20457",1677033
"20458",8481088
"20459",5796310
"20460",5820557
"20461",1070299
"20462",9934778
"20463",6263434
"20464",5510997
"20465",2174433
"20466",3843809
"20467",3706045
"20468",4734873
"20469",3774299
"20470",1721366
"20471",8339113
"20472",6895337
"20473",3756971
"20474",721897
"20475",1950580
"20476",8274438
"20477",154505
"20478",5937023
"20479",1031852
"20480",1326148
"20481",6464032
"20482",1629997
"20483",5338607
"20484",4719875
"20485",7675298
"20486",6702921
"20487",3315793
"20488",3464436
"20489",9602864
"20490",9396880
"20491",5257636
"20492",9273312
"20493",3999575
"20494",1297252
"20495",2755149
"20496",5721730
"20497",9160917
"20498",1969795
"20499",4576491
"20500",5671190
"20501",8017991
"20502",1630459
"20503",3109166
"20504",2862364
"20505",9784439
"20506",698879
"20507",790561
"20508",2787430
"20509",3348552
"20510",7025892
"20511",8852238
"20512",4725797
"20513",8655603
"20514",2016389
"20515",7654384
"20516",4625098
"20517",9478960
"20518",7138209
"20519",2271859
"20520",1463203
"20521",8985816
"20522",1490531
"20523",7965431
"20524",7610833
"20525",405729
"20526",3251057
"20527",842612
"20528",180994
"20529",9103515
"20530",4189395
"20531",7456862
"20532",2624358
"20533",1195696
"20534",8196925
"20535",7693905
"20536",9148201
"20537",5656725
"20538",6546613
"20539",9114900
"20540",7716000
"20541",8274855
"20542",9567571
"20543",4191256
"20544",4748360
"20545",5892721
"20546",1607820
"20547",7997276
"20548",7064689
"20549",9914192
"20550",6720090
"20551",1643999
"20552",8348975
"20553",7401458
"20554",7004113
"20555",7872397
"20556",7077642
"20557",5990769
"20558",6522850
"20559",5996535
"20560",3286073
"20561",7754319
"20562",1461511
"20563",9238036
"20564",5065009
"20565",5908328
"20566",4524349
"20567",2649978
"20568",880937
"20569",1035060
"20570",8413363
"20571",4481688
"20572",368616
"20573",8980035
"20574",704706
"20575",5536871
"20576",7079146
"20577",5191019
"20578",3061063
"20579",9501488
"20580",9558714
"20581",3382673
"20582",577088
"20583",4944058
"20584",2388950
"20585",4976130
"20586",4574866
"20587",9370515
"20588",8372128
"20589",6491397
"20590",9983357
"20591",9710327
"20592",6635005
"20593",1252836
"20594",349251
"20595",3564527
"20596",323699
"20597",1190424
"20598",1604618
"20599",9537848
"20600",8242015
"20601",2014401
"20602",5476954
"20603",4652259
"20604",2961696
"20605",8870921
"20606",609836
"20607",4028040
"20608",5114035
"20609",7605965
"20610",8859069
"20611",9147794
"20612",2854497
"20613",5383916
"20614",4633073
"20615",8314968
"20616",132704
"20617",5019511
"20618",3952312
"20619",7493697
"20620",1619508
"20621",293080
"20622",4930183
"20623",107556
"20624",3239706
"20625",6400781
"20626",3972621
"20627",7682995
"20628",5687699
"20629",2779375
"20630",7496939
"20631",9867528
"20632",632504
"20633",9386315
"20634",7413881
"20635",6587980
"20636",4058390
"20637",5702770
"20638",1731081
"20639",6668944
"20640",3802469
"20641",8200258
"20642",354283
"20643",5289639
"20644",3223309
"20645",6151969
"20646",5736713
"20647",1126965
"20648",7146470
"20649",5151592
"20650",6719653
"20651",3118103
"20652",2870053
"20653",6023484
"20654",5490174
"20655",1018582
"20656",6232801
"20657",2197893
"20658",9218600
"20659",2310519
"20660",7738827
"20661",3532087
"20662",4893650
"20663",8593279
"20664",8954177
"20665",566264
"20666",9895645
"20667",8043106
"20668",7682823
"20669",7930022
"20670",7489484
"20671",2547529
"20672",8706502
"20673",1123919
"20674",7566407
"20675",4045678
"20676",6731465
"20677",9770634
"20678",9594118
"20679",2823280
"20680",9432612
"20681",3467151
"20682",6329910
"20683",7510468
"20684",4225003
"20685",3131548
"20686",1832404
"20687",398731
"20688",356336
"20689",6178306
"20690",3978439
"20691",764765
"20692",6096824
"20693",4984523
"20694",8894391
"20695",1725856
"20696",5488251
"20697",1299035
"20698",3157387
"20699",9169361
"20700",836255
"20701",7897272
"20702",5289120
"20703",9089896
"20704",9751869
"20705",8790712
"20706",8465352
"20707",8394137
"20708",6542365
"20709",7255574
"20710",6089268
"20711",6761316
"20712",3444222
"20713",5873428
"20714",4927628
"20715",2186250
"20716",5842449
"20717",5753337
"20718",837717
"20719",2420934
"20720",3871460
"20721",9136398
"20722",1869875
"20723",1105429
"20724",2418525
"20725",5540808
"20726",2838924
"20727",261026
"20728",2209997
"20729",8153994
"20730",9822808
"20731",8643322
"20732",6360436
"20733",7363067
"20734",3903937
"20735",8923112
"20736",4830308
"20737",1695935
"20738",7078525
"20739",2810917
"20740",4236434
"20741",108617
"20742",3640718
"20743",6941691
"20744",2148974
"20745",6431085
"20746",4676274
"20747",5647642
"20748",5519773
"20749",4144574
"20750",6499016
"20751",3068772
"20752",3294978
"20753",5672178
"20754",9407516
"20755",4114495
"20756",7175103
"20757",6785205
"20758",862966
"20759",555386
"20760",1662872
"20761",7999294
"20762",3891174
"20763",2084188
"20764",1818593
"20765",4919489
"20766",4320273
"20767",2369110
"20768",2219542
"20769",4738304
"20770",7525333
"20771",6065077
"20772",5981709
"20773",4876099
"20774",4647070
"20775",9227964
"20776",9021980
"20777",8246577
"20778",8275271
"20779",4298727
"20780",5401529
"20781",6067067
"20782",6360113
"20783",4092075
"20784",267035
"20785",2593781
"20786",6012599
"20787",4148704
"20788",5509275
"20789",2770585
"20790",121758
"20791",7907609
"20792",4442575
"20793",3096742
"20794",8116194
"20795",1691263
"20796",4992957
"20797",3837250
"20798",6870235
"20799",6559801
"20800",7488892
"20801",7419529
"20802",7421129
"20803",4825113
"20804",7906873
"20805",8542215
"20806",1909114
"20807",7179963
"20808",334925
"20809",6475385
"20810",7904236
"20811",2745203
"20812",6107924
"20813",728784
"20814",1083616
"20815",7781240
"20816",486130
"20817",3220143
"20818",6884651
"20819",1444522
"20820",7286483
"20821",3100365
"20822",8546622
"20823",8317642
"20824",9284361
"20825",8136432
"20826",4486937
"20827",5213420
"20828",1773162
"20829",6163162
"20830",4831818
"20831",8399418
"20832",1008254
"20833",8233141
"20834",9992365
"20835",7302167
"20836",7245384
"20837",3226293
"20838",4280695
"20839",8901776
"20840",5217428
"20841",4687253
"20842",367175
"20843",6888688
"20844",5049723
"20845",9735073
"20846",5731205
"20847",5205206
"20848",6023117
"20849",1231816
"20850",7190551
"20851",5835668
"20852",7921428
"20853",8175014
"20854",2539334
"20855",2524365
"20856",5236112
"20857",8782948
"20858",4870711
"20859",2503335
"20860",6457124
"20861",3188392
"20862",6321039
"20863",6973994
"20864",2892014
"20865",7026726
"20866",5508093
"20867",8571477
"20868",5072417
"20869",4073362
"20870",8783795
"20871",3565813
"20872",915711
"20873",4168464
"20874",9472234
"20875",6038178
"20876",835445
"20877",9478272
"20878",5558118
"20879",869523
"20880",3323242
"20881",6814474
"20882",6872299
"20883",488888
"20884",1959173
"20885",4815234
"20886",6538581
"20887",9140605
"20888",1625844
"20889",1143172
"20890",5072477
"20891",6891361
"20892",2946966
"20893",8193829
"20894",7868726
"20895",1239809
"20896",6764894
"20897",2187259
"20898",4467831
"20899",198713
"20900",4596405
"20901",9149055
"20902",9236357
"20903",6000711
"20904",198480
"20905",934272
"20906",3127365
"20907",1479723
"20908",8126299
"20909",2105076
"20910",1668513
"20911",3578266
"20912",7936463
"20913",3630421
"20914",3790348
"20915",1671312
"20916",2199344
"20917",9655828
"20918",4281729
"20919",3106224
"20920",642988
"20921",9779135
"20922",1402010
"20923",204227
"20924",2508491
"20925",5951136
"20926",5415465
"20927",2899135
"20928",8947304
"20929",1661021
"20930",9623360
"20931",9567752
"20932",4450669
"20933",1348977
"20934",4854729
"20935",5172197
"20936",1956268
"20937",5192030
"20938",9584474
"20939",447317
"20940",5276956
"20941",1136431
"20942",6973527
"20943",3431759
"20944",2801159
"20945",189750
"20946",9662780
"20947",792134
"20948",2910996
"20949",8804362
"20950",4838001
"20951",4733893
"20952",5627536
"20953",1656639
"20954",1184688
"20955",6724377
"20956",1893313
"20957",1767082
"20958",1849188
"20959",363743
"20960",4549881
"20961",6115493
"20962",8397808
"20963",7267293
"20964",6452904
"20965",490678
"20966",306545
"20967",259644
"20968",596437
"20969",4782423
"20970",9460212
"20971",9408348
"20972",3840035
"20973",7117015
"20974",6057718
"20975",5931665
"20976",5531398
"20977",1633582
"20978",3133035
"20979",1966420
"20980",9664373
"20981",7861094
"20982",279679
"20983",9973525
"20984",3774827
"20985",4182927
"20986",1615183
"20987",1306745
"20988",1883540
"20989",9139853
"20990",9170899
"20991",6150774
"20992",8387613
"20993",2138548
"20994",3125088
"20995",3909974
"20996",6630320
"20997",6005041
"20998",7087655
"20999",7635668
"21000",5839557
"21001",8268390
"21002",6435702
"21003",1417990
"21004",2715548
"21005",7452858
"21006",7088202
"21007",2026477
"21008",6743708
"21009",364783
"21010",9665698
"21011",1448601
"21012",4684141
"21013",2556105
"21014",6054268
"21015",1772462
"21016",660986
"21017",4976744
"21018",8444694
"21019",2919488
"21020",1201950
"21021",2097856
"21022",6168918
"21023",460795
"21024",3575361
"21025",1262954
"21026",4795519
"21027",4334932
"21028",763574
"21029",9185601
"21030",2747719
"21031",3488950
"21032",4734249
"21033",3570901
"21034",2593646
"21035",3744572
"21036",3319272
"21037",1354917
"21038",7095419
"21039",1648850
"21040",2206050
"21041",6800649
"21042",6597991
"21043",2278259
"21044",7585216
"21045",7862632
"21046",5565891
"21047",4983995
"21048",63101
"21049",614586
"21050",7985067
"21051",2675504
"21052",3649845
"21053",4749677
"21054",5873873
"21055",2108544
"21056",1377877
"21057",3124982
"21058",8205691
"21059",3839598
"21060",5915414
"21061",3031418
"21062",9491129
"21063",8738906
"21064",1425853
"21065",5216144
"21066",2831374
"21067",7013903
"21068",8127912
"21069",9203362
"21070",762212
"21071",7509864
"21072",1159890
"21073",6392690
"21074",9739296
"21075",8513465
"21076",7620888
"21077",1430629
"21078",1582625
"21079",6806077
"21080",742822
"21081",5287867
"21082",785208
"21083",6857510
"21084",6829933
"21085",6048689
"21086",5424250
"21087",3145036
"21088",6418302
"21089",3484420
"21090",7774144
"21091",7963909
"21092",9136680
"21093",7932870
"21094",7226360
"21095",5020260
"21096",5053573
"21097",9654757
"21098",9179430
"21099",9763045
"21100",2761243
"21101",679442
"21102",1672729
"21103",5212619
"21104",9896782
"21105",5589029
"21106",7635731
"21107",5261300
"21108",907501
"21109",5908344
"21110",9487534
"21111",9396300
"21112",9241259
"21113",6504911
"21114",3172417
"21115",3299441
"21116",4210463
"21117",1625465
"21118",1015704
"21119",8982456
"21120",5966993
"21121",8292481
"21122",6339363
"21123",2533719
"21124",3661051
"21125",9885879
"21126",57865
"21127",2779025
"21128",8620617
"21129",5721062
"21130",5421443
"21131",1998433
"21132",3128106
"21133",4710127
"21134",9036824
"21135",1596619
"21136",4150586
"21137",513999
"21138",6753367
"21139",5668365
"21140",7473042
"21141",3435935
"21142",3119487
"21143",5858638
"21144",3255108
"21145",183333
"21146",53682
"21147",8669632
"21148",5154817
"21149",9641964
"21150",5381029
"21151",7603539
"21152",6846444
"21153",4252727
"21154",1729170
"21155",531379
"21156",5125641
"21157",3046686
"21158",1588587
"21159",3126497
"21160",1339294
"21161",4566612
"21162",8647547
"21163",2904970
"21164",7787597
"21165",538156
"21166",3872312
"21167",5908241
"21168",4728521
"21169",6992557
"21170",3454284
"21171",5262358
"21172",5080682
"21173",1808496
"21174",7197418
"21175",4343223
"21176",7654025
"21177",6872942
"21178",4010839
"21179",5891902
"21180",1002088
"21181",9152723
"21182",4096100
"21183",8395560
"21184",6156342
"21185",2717914
"21186",4437128
"21187",789187
"21188",6352741
"21189",7048804
"21190",3228
"21191",206886
"21192",2913381
"21193",4802905
"21194",3155770
"21195",6650446
"21196",5889134
"21197",1928289
"21198",965112
"21199",6371957
"21200",4085205
"21201",1311865
"21202",3509622
"21203",3932372
"21204",5096226
"21205",6672181
"21206",7798309
"21207",653261
"21208",9752231
"21209",1648082
"21210",4452772
"21211",988694
"21212",9877222
"21213",4119564
"21214",6365958
"21215",6475598
"21216",9977019
"21217",5145792
"21218",1204331
"21219",2497391
"21220",9118840
"21221",4047501
"21222",1801818
"21223",5566078
"21224",9765212
"21225",1828466
"21226",4137401
"21227",6913123
"21228",3726527
"21229",8718737
"21230",5350213
"21231",5365531
"21232",685854
